ID,label
50219,9
50220,6
50221,2
50222,0
50223,3
50224,0
50225,2
50226,1
50227,5
50228,8
50229,6
50230,1
50231,9
50232,4
50233,3
50234,2
50235,5
50236,1
50237,5
50238,9
50239,6
50240,6
50241,2
50242,0
50243,7
50244,4
50245,2
50246,4
50247,3
50248,3
50249,4
50250,1
50251,4
50252,5
50253,1
50254,0
50255,3
50256,3
50257,6
50258,3
50259,8
50260,3
50261,0
50262,7
50263,3
50264,3
50265,1
50266,1
50267,6
50268,8
50269,9
50270,1
50271,7
50272,2
50273,9
50274,7
50275,8
50276,4
50277,0
50278,1
50279,0
50280,3
50281,2
50282,7
50283,3
50284,3
50285,1
50286,1
50287,9
50288,1
50289,0
50290,0
50291,4
50292,7
50293,4
50294,4
50295,1
50296,8
50297,3
50298,1
50299,3
50300,5
50301,2
50302,7
50303,5
50304,5
50305,3
50306,6
50307,9
50308,7
50309,7
50310,7
50311,6
50312,2
50313,2
50314,2
50315,0
50316,3
50317,7
50318,5
50319,7
50320,2
50321,3
50322,2
50323,6
50324,3
50325,7
50326,0
50327,2
50328,2
50329,8
50330,9
50331,4
50332,3
50333,9
50334,3
50335,3
50336,5
50337,1
50338,7
50339,8
50340,1
50341,3
50342,1
50343,3
50344,1
50345,0
50346,5
50347,3
50348,5
50349,3
50350,7
50351,7
50352,2
50353,8
50354,3
50355,4
50356,5
50357,1
50358,0
50359,5
50360,5
50361,6
50362,8
50363,7
50364,0
50365,9
50366,7
50367,2
50368,7
50369,2
50370,4
50371,6
50372,3
50373,3
50374,7
50375,3
50376,7
50377,5
50378,7
50379,3
50380,9
50381,0
50382,1
50383,1
50384,8
50385,1
50386,8
50387,7
50388,7
50389,2
50390,9
50391,3
50392,7
50393,9
50394,7
50395,8
50396,3
50397,9
50398,7
50399,5
50400,1
50401,0
50402,4
50403,7
50404,0
50405,0
50406,7
50407,3
50408,9
50409,0
50410,3
50411,6
50412,1
50413,3
50414,5
50415,2
50416,2
50417,7
50418,1
50419,1
50420,9
50421,1
50422,8
50423,2
50424,5
50425,8
50426,3
50427,4
50428,7
50429,1
50430,0
50431,3
50432,1
50433,3
50434,2
50435,5
50436,0
50437,1
50438,1
50439,9
50440,1
50441,7
50442,7
50443,2
50444,7
50445,2
50446,5
50447,3
50448,7
50449,2
50450,9
50451,5
50452,6
50453,8
50454,5
50455,2
50456,0
50457,5
50458,0
50459,4
50460,3
50461,1
50462,3
50463,7
50464,7
50465,5
50466,4
50467,2
50468,1
50469,0
50470,5
50471,1
50472,3
50473,4
50474,4
50475,6
50476,8
50477,0
50478,8
50479,1
50480,3
50481,2
50482,5
50483,3
50484,5
50485,4
50486,3
50487,4
50488,2
50489,3
50490,2
50491,7
50492,3
50493,6
50494,5
50495,4
50496,5
50497,6
50498,5
50499,2
50500,4
50501,0
50502,2
50503,0
50504,2
50505,2
50506,3
50507,5
50508,2
50509,3
50510,5
50511,9
50512,3
50513,1
50514,3
50515,5
50516,3
50517,3
50518,1
50519,4
50520,3
50521,8
50522,0
50523,9
50524,2
50525,3
50526,2
50527,4
50528,4
50529,5
50530,4
50531,2
50532,5
50533,5
50534,3
50535,7
50536,6
50537,3
50538,1
50539,9
50540,7
50541,3
50542,3
50543,0
50544,1
50545,1
50546,2
50547,6
50548,4
50549,2
50550,2
50551,3
50552,2
50553,3
50554,8
50555,3
50556,2
50557,3
50558,6
50559,0
50560,5
50561,3
50562,2
50563,3
50564,6
50565,8
50566,1
50567,3
50568,0
50569,2
50570,7
50571,7
50572,1
50573,9
50574,1
50575,2
50576,2
50577,3
50578,0
50579,9
50580,3
50581,3
50582,6
50583,9
50584,3
50585,7
50586,5
50587,5
50588,1
50589,2
50590,4
50591,9
50592,4
50593,3
50594,2
50595,2
50596,3
50597,0
50598,3
50599,1
50600,3
50601,6
50602,1
50603,1
50604,8
50605,9
50606,5
50607,5
50608,0
50609,2
50610,3
50611,3
50612,9
50613,9
50614,2
50615,8
50616,3
50617,2
50618,3
50619,9
50620,2
50621,4
50622,6
50623,7
50624,3
50625,3
50626,0
50627,5
50628,7
50629,3
50630,1
50631,5
50632,1
50633,7
50634,1
50635,9
50636,4
50637,0
50638,2
50639,3
50640,6
50641,2
50642,6
50643,0
50644,2
50645,9
50646,7
50647,2
50648,6
50649,4
50650,1
50651,3
50652,5
50653,7
50654,0
50655,0
50656,0
50657,5
50658,6
50659,9
50660,0
50661,8
50662,3
50663,3
50664,0
50665,0
50666,5
50667,7
50668,2
50669,1
50670,5
50671,2
50672,8
50673,5
50674,4
50675,0
50676,8
50677,3
50678,5
50679,0
50680,4
50681,7
50682,9
50683,3
50684,6
50685,5
50686,8
50687,9
50688,4
50689,5
50690,7
50691,5
50692,0
50693,3
50694,7
50695,3
50696,1
50697,1
50698,2
50699,1
50700,0
50701,2
50702,7
50703,8
50704,9
50705,4
50706,3
50707,6
50708,3
50709,8
50710,1
50711,1
50712,1
50713,3
50714,2
50715,2
50716,0
50717,8
50718,3
50719,8
50720,7
50721,2
50722,3
50723,7
50724,7
50725,1
50726,1
50727,4
50728,2
50729,8
50730,6
50731,6
50732,3
50733,8
50734,9
50735,5
50736,5
50737,7
50738,1
50739,9
50740,7
50741,1
50742,3
50743,5
50744,9
50745,8
50746,8
50747,2
50748,4
50749,7
50750,7
50751,1
50752,6
50753,3
50754,1
50755,1
50756,7
50757,5
50758,8
50759,9
50760,3
50761,3
50762,0
50763,5
50764,5
50765,6
50766,7
50767,3
50768,3
50769,3
50770,5
50771,6
50772,9
50773,9
50774,7
50775,5
50776,3
50777,8
50778,3
50779,7
50780,8
50781,3
50782,8
50783,7
50784,3
50785,4
50786,0
50787,0
50788,7
50789,5
50790,3
50791,3
50792,3
50793,9
50794,7
50795,4
50796,8
50797,7
50798,6
50799,1
50800,0
50801,4
50802,0
50803,1
50804,2
50805,3
50806,3
50807,7
50808,7
50809,5
50810,2
50811,8
50812,7
50813,5
50814,3
50815,7
50816,8
50817,1
50818,9
50819,4
50820,0
50821,5
50822,0
50823,1
50824,6
50825,9
50826,3
50827,7
50828,6
50829,3
50830,8
50831,5
50832,2
50833,9
50834,3
50835,7
50836,0
50837,3
50838,3
50839,0
50840,3
50841,3
50842,6
50843,6
50844,0
50845,4
50846,1
50847,1
50848,5
50849,9
50850,7
50851,2
50852,7
50853,3
50854,9
50855,1
50856,0
50857,3
50858,6
50859,8
50860,4
50861,5
50862,4
50863,9
50864,5
50865,2
50866,3
50867,4
50868,3
50869,9
50870,7
50871,2
50872,2
50873,9
50874,2
50875,4
50876,3
50877,3
50878,5
50879,1
50880,1
50881,3
50882,0
50883,7
50884,3
50885,0
50886,4
50887,7
50888,3
50889,2
50890,7
50891,2
50892,9
50893,9
50894,3
50895,3
50896,2
50897,7
50898,6
50899,4
50900,1
50901,2
50902,4
50903,0
50904,7
50905,7
50906,1
50907,7
50908,6
50909,6
50910,6
50911,3
50912,0
50913,5
50914,3
50915,9
50916,7
50917,5
50918,3
50919,1
50920,6
50921,5
50922,6
50923,1
50924,5
50925,7
50926,0
50927,1
50928,2
50929,7
50930,2
50931,0
50932,9
50933,9
50934,3
50935,9
50936,6
50937,0
50938,2
50939,1
50940,9
50941,2
50942,3
50943,4
50944,9
50945,3
50946,2
50947,7
50948,7
50949,8
50950,9
50951,8
50952,0
50953,3
50954,2
50955,6
50956,1
50957,0
50958,0
50959,1
50960,0
50961,3
50962,1
50963,7
50964,6
50965,0
50966,0
50967,9
50968,3
50969,2
50970,2
50971,4
50972,0
50973,7
50974,5
50975,9
50976,6
50977,1
50978,5
50979,1
50980,2
50981,7
50982,3
50983,2
50984,7
50985,6
50986,0
50987,8
50988,7
50989,0
50990,2
50991,0
50992,0
50993,9
50994,7
50995,3
50996,6
50997,4
50998,9
50999,4
51000,4
51001,0
51002,0
51003,6
51004,3
51005,3
51006,7
51007,5
51008,7
51009,3
51010,7
51011,2
51012,7
51013,3
51014,6
51015,5
51016,4
51017,1
51018,2
51019,0
51020,3
51021,3
51022,9
51023,7
51024,3
51025,3
51026,4
51027,3
51028,9
51029,3
51030,1
51031,2
51032,7
51033,7
51034,6
51035,2
51036,3
51037,5
51038,9
51039,7
51040,8
51041,2
51042,6
51043,3
51044,5
51045,0
51046,8
51047,3
51048,0
51049,0
51050,2
51051,3
51052,0
51053,4
51054,2
51055,4
51056,3
51057,6
51058,6
51059,9
51060,3
51061,8
51062,0
51063,9
51064,0
51065,9
51066,7
51067,3
51068,7
51069,3
51070,2
51071,0
51072,6
51073,1
51074,9
51075,3
51076,5
51077,3
51078,8
51079,3
51080,1
51081,4
51082,2
51083,1
51084,6
51085,5
51086,2
51087,8
51088,0
51089,1
51090,2
51091,9
51092,6
51093,0
51094,5
51095,0
51096,7
51097,1
51098,3
51099,1
51100,3
51101,2
51102,1
51103,1
51104,3
51105,1
51106,3
51107,3
51108,4
51109,0
51110,9
51111,6
51112,9
51113,3
51114,2
51115,6
51116,6
51117,9
51118,7
51119,2
51120,2
51121,7
51122,3
51123,5
51124,3
51125,1
51126,3
51127,9
51128,5
51129,9
51130,2
51131,1
51132,2
51133,4
51134,8
51135,0
51136,4
51137,3
51138,1
51139,7
51140,6
51141,2
51142,8
51143,2
51144,4
51145,7
51146,7
51147,1
51148,3
51149,1
51150,5
51151,7
51152,3
51153,7
51154,1
51155,3
51156,2
51157,0
51158,7
51159,8
51160,2
51161,2
51162,3
51163,6
51164,3
51165,0
51166,7
51167,9
51168,1
51169,7
51170,2
51171,9
51172,3
51173,3
51174,0
51175,2
51176,3
51177,1
51178,0
51179,7
51180,4
51181,4
51182,0
51183,3
51184,7
51185,6
51186,9
51187,0
51188,7
51189,5
51190,3
51191,0
51192,6
51193,2
51194,3
51195,6
51196,1
51197,2
51198,3
51199,3
51200,3
51201,5
51202,5
51203,2
51204,0
51205,2
51206,1
51207,3
51208,6
51209,2
51210,3
51211,9
51212,2
51213,1
51214,1
51215,2
51216,3
51217,2
51218,3
51219,8
51220,2
51221,1
51222,9
51223,5
51224,2
51225,6
51226,9
51227,4
51228,9
51229,7
51230,3
51231,1
51232,3
51233,2
51234,4
51235,7
51236,4
51237,3
51238,2
51239,5
51240,3
51241,3
51242,0
51243,7
51244,3
51245,8
51246,6
51247,7
51248,3
51249,3
51250,9
51251,0
51252,0
51253,3
51254,0
51255,2
51256,9
51257,8
51258,2
51259,3
51260,8
51261,0
51262,7
51263,4
51264,3
51265,2
51266,0
51267,5
51268,3
51269,1
51270,3
51271,1
51272,7
51273,8
51274,0
51275,8
51276,0
51277,8
51278,7
51279,9
51280,3
51281,1
51282,7
51283,1
51284,4
51285,2
51286,1
51287,4
51288,3
51289,5
51290,5
51291,8
51292,8
51293,2
51294,6
51295,9
51296,3
51297,1
51298,3
51299,1
51300,2
51301,2
51302,9
51303,3
51304,3
51305,3
51306,3
51307,7
51308,6
51309,5
51310,4
51311,2
51312,1
51313,7
51314,4
51315,2
51316,4
51317,5
51318,2
51319,1
51320,6
51321,3
51322,5
51323,2
51324,9
51325,5
51326,9
51327,0
51328,3
51329,0
51330,5
51331,7
51332,3
51333,7
51334,3
51335,0
51336,3
51337,7
51338,1
51339,9
51340,7
51341,7
51342,4
51343,5
51344,0
51345,2
51346,0
51347,9
51348,5
51349,3
51350,6
51351,1
51352,3
51353,1
51354,3
51355,3
51356,5
51357,3
51358,0
51359,2
51360,9
51361,9
51362,3
51363,0
51364,7
51365,1
51366,6
51367,3
51368,1
51369,7
51370,3
51371,0
51372,5
51373,3
51374,9
51375,1
51376,9
51377,3
51378,3
51379,2
51380,2
51381,1
51382,4
51383,1
51384,4
51385,5
51386,3
51387,8
51388,3
51389,6
51390,7
51391,4
51392,1
51393,6
51394,7
51395,3
51396,9
51397,3
51398,5
51399,6
51400,2
51401,7
51402,5
51403,8
51404,8
51405,5
51406,2
51407,4
51408,2
51409,5
51410,1
51411,2
51412,7
51413,3
51414,3
51415,3
51416,8
51417,0
51418,7
51419,4
51420,3
51421,8
51422,2
51423,3
51424,1
51425,3
51426,1
51427,0
51428,4
51429,3
51430,3
51431,8
51432,6
51433,3
51434,3
51435,9
51436,6
51437,1
51438,0
51439,3
51440,2
51441,3
51442,8
51443,1
51444,9
51445,8
51446,6
51447,4
51448,3
51449,1
51450,0
51451,8
51452,9
51453,0
51454,4
51455,3
51456,6
51457,6
51458,3
51459,2
51460,6
51461,7
51462,2
51463,6
51464,4
51465,3
51466,4
51467,3
51468,3
51469,1
51470,0
51471,7
51472,6
51473,5
51474,4
51475,3
51476,3
51477,9
51478,8
51479,5
51480,2
51481,4
51482,1
51483,0
51484,9
51485,3
51486,6
51487,0
51488,3
51489,1
51490,8
51491,0
51492,0
51493,5
51494,9
51495,9
51496,2
51497,5
51498,7
51499,1
51500,2
51501,3
51502,1
51503,9
51504,5
51505,7
51506,5
51507,9
51508,0
51509,7
51510,4
51511,3
51512,5
51513,9
51514,3
51515,7
51516,4
51517,2
51518,7
51519,0
51520,3
51521,7
51522,6
51523,5
51524,9
51525,3
51526,3
51527,3
51528,2
51529,3
51530,6
51531,2
51532,7
51533,2
51534,2
51535,5
51536,3
51537,2
51538,3
51539,3
51540,3
51541,3
51542,9
51543,2
51544,3
51545,5
51546,9
51547,1
51548,7
51549,2
51550,3
51551,0
51552,3
51553,0
51554,6
51555,8
51556,3
51557,3
51558,1
51559,0
51560,6
51561,1
51562,9
51563,3
51564,7
51565,1
51566,2
51567,3
51568,7
51569,2
51570,4
51571,5
51572,2
51573,6
51574,3
51575,0
51576,8
51577,3
51578,5
51579,1
51580,7
51581,5
51582,2
51583,8
51584,3
51585,4
51586,1
51587,5
51588,5
51589,3
51590,3
51591,1
51592,2
51593,9
51594,0
51595,8
51596,3
51597,3
51598,1
51599,1
51600,7
51601,1
51602,1
51603,7
51604,2
51605,3
51606,4
51607,5
51608,0
51609,3
51610,6
51611,4
51612,8
51613,7
51614,5
51615,0
51616,8
51617,1
51618,3
51619,6
51620,3
51621,3
51622,3
51623,6
51624,3
51625,1
51626,6
51627,7
51628,2
51629,8
51630,3
51631,9
51632,2
51633,5
51634,7
51635,3
51636,7
51637,6
51638,7
51639,5
51640,8
51641,7
51642,2
51643,9
51644,1
51645,1
51646,1
51647,5
51648,3
51649,4
51650,6
51651,9
51652,2
51653,1
51654,7
51655,2
51656,0
51657,3
51658,9
51659,1
51660,8
51661,3
51662,0
51663,4
51664,4
51665,2
51666,0
51667,6
51668,1
51669,5
51670,3
51671,1
51672,3
51673,4
51674,5
51675,5
51676,4
51677,3
51678,3
51679,6
51680,0
51681,3
51682,4
51683,9
51684,4
51685,2
51686,0
51687,3
51688,3
51689,6
51690,6
51691,7
51692,1
51693,4
51694,1
51695,7
51696,8
51697,2
51698,7
51699,3
51700,5
51701,3
51702,7
51703,3
51704,8
51705,3
51706,1
51707,5
51708,3
51709,8
51710,2
51711,0
51712,1
51713,5
51714,9
51715,4
51716,0
51717,7
51718,1
51719,9
51720,2
51721,5
51722,0
51723,9
51724,7
51725,7
51726,9
51727,9
51728,2
51729,1
51730,0
51731,9
51732,1
51733,1
51734,7
51735,6
51736,3
51737,1
51738,5
51739,1
51740,2
51741,1
51742,2
51743,3
51744,1
51745,7
51746,7
51747,0
51748,5
51749,1
51750,5
51751,2
51752,1
51753,2
51754,1
51755,5
51756,8
51757,3
51758,1
51759,8
51760,3
51761,0
51762,1
51763,7
51764,7
51765,6
51766,7
51767,4
51768,2
51769,3
51770,7
51771,1
51772,2
51773,1
51774,6
51775,7
51776,5
51777,0
51778,7
51779,5
51780,8
51781,3
51782,3
51783,0
51784,8
51785,5
51786,7
51787,2
51788,7
51789,3
51790,9
51791,8
51792,7
51793,3
51794,3
51795,1
51796,5
51797,3
51798,7
51799,7
51800,1
51801,3
51802,8
51803,3
51804,0
51805,3
51806,9
51807,1
51808,0
51809,1
51810,3
51811,8
51812,6
51813,1
51814,1
51815,8
51816,1
51817,9
51818,0
51819,3
51820,9
51821,6
51822,3
51823,5
51824,0
51825,5
51826,7
51827,7
51828,3
51829,7
51830,7
51831,7
51832,7
51833,7
51834,5
51835,9
51836,3
51837,3
51838,6
51839,0
51840,1
51841,3
51842,3
51843,1
51844,0
51845,0
51846,5
51847,5
51848,3
51849,9
51850,1
51851,3
51852,3
51853,6
51854,3
51855,3
51856,0
51857,3
51858,3
51859,3
51860,6
51861,5
51862,1
51863,4
51864,9
51865,5
51866,3
51867,2
51868,7
51869,0
51870,1
51871,5
51872,3
51873,7
51874,4
51875,1
51876,4
51877,5
51878,5
51879,8
51880,3
51881,5
51882,9
51883,2
51884,5
51885,1
51886,3
51887,8
51888,9
51889,7
51890,8
51891,3
51892,4
51893,1
51894,7
51895,1
51896,3
51897,1
51898,1
51899,5
51900,3
51901,1
51902,7
51903,3
51904,3
51905,3
51906,3
51907,2
51908,1
51909,8
51910,3
51911,3
51912,4
51913,7
51914,3
51915,0
51916,3
51917,0
51918,8
51919,1
51920,5
51921,0
51922,0
51923,3
51924,3
51925,9
51926,0
51927,5
51928,8
51929,0
51930,9
51931,2
51932,3
51933,2
51934,3
51935,0
51936,9
51937,9
51938,8
51939,3
51940,1
51941,1
51942,3
51943,4
51944,4
51945,2
51946,1
51947,1
51948,7
51949,8
51950,8
51951,1
51952,2
51953,0
51954,3
51955,8
51956,3
51957,7
51958,9
51959,3
51960,7
51961,8
51962,1
51963,7
51964,0
51965,9
51966,3
51967,5
51968,9
51969,4
51970,7
51971,2
51972,9
51973,8
51974,5
51975,7
51976,3
51977,3
51978,4
51979,3
51980,5
51981,7
51982,4
51983,7
51984,7
51985,3
51986,6
51987,9
51988,7
51989,8
51990,6
51991,1
51992,3
51993,2
51994,7
51995,1
51996,0
51997,1
51998,7
51999,6
52000,8
52001,7
52002,9
52003,4
52004,1
52005,2
52006,1
52007,0
52008,5
52009,8
52010,5
52011,2
52012,5
52013,4
52014,1
52015,7
52016,4
52017,9
52018,4
52019,4
52020,6
52021,1
52022,3
52023,3
52024,6
52025,5
52026,1
52027,3
52028,9
52029,4
52030,9
52031,1
52032,4
52033,3
52034,5
52035,3
52036,3
52037,8
52038,5
52039,6
52040,1
52041,5
52042,5
52043,3
52044,1
52045,4
52046,8
52047,3
52048,9
52049,5
52050,1
52051,0
52052,1
52053,0
52054,2
52055,2
52056,9
52057,2
52058,4
52059,1
52060,5
52061,2
52062,0
52063,3
52064,0
52065,3
52066,2
52067,3
52068,6
52069,6
52070,0
52071,9
52072,1
52073,2
52074,9
52075,3
52076,9
52077,3
52078,0
52079,3
52080,5
52081,1
52082,5
52083,3
52084,2
52085,3
52086,1
52087,2
52088,0
52089,6
52090,4
52091,3
52092,2
52093,7
52094,0
52095,2
52096,5
52097,8
52098,6
52099,9
52100,9
52101,9
52102,5
52103,9
52104,8
52105,3
52106,2
52107,5
52108,7
52109,3
52110,8
52111,2
52112,3
52113,3
52114,9
52115,3
52116,2
52117,3
52118,1
52119,2
52120,6
52121,7
52122,2
52123,2
52124,5
52125,7
52126,9
52127,3
52128,4
52129,6
52130,3
52131,9
52132,5
52133,6
52134,5
52135,5
52136,5
52137,3
52138,0
52139,3
52140,9
52141,3
52142,1
52143,2
52144,4
52145,9
52146,2
52147,3
52148,1
52149,3
52150,1
52151,2
52152,0
52153,8
52154,3
52155,2
52156,3
52157,0
52158,1
52159,9
52160,3
52161,5
52162,7
52163,3
52164,9
52165,4
52166,2
52167,8
52168,1
52169,2
52170,2
52171,3
52172,3
52173,6
52174,6
52175,1
52176,4
52177,2
52178,0
52179,3
52180,5
52181,1
52182,8
52183,5
52184,5
52185,1
52186,3
52187,3
52188,3
52189,3
52190,4
52191,5
52192,9
52193,0
52194,7
52195,7
52196,3
52197,3
52198,7
52199,7
52200,0
52201,6
52202,0
52203,3
52204,0
52205,6
52206,1
52207,3
52208,3
52209,5
52210,2
52211,3
52212,4
52213,6
52214,7
52215,8
52216,1
52217,9
52218,3
52219,0
52220,3
52221,3
52222,2
52223,2
52224,2
52225,4
52226,3
52227,1
52228,7
52229,3
52230,6
52231,8
52232,3
52233,7
52234,5
52235,3
52236,7
52237,2
52238,1
52239,1
52240,3
52241,3
52242,3
52243,1
52244,9
52245,2
52246,7
52247,3
52248,1
52249,7
52250,8
52251,2
52252,7
52253,7
52254,3
52255,3
52256,2
52257,2
52258,7
52259,1
52260,1
52261,0
52262,3
52263,9
52264,0
52265,5
52266,1
52267,5
52268,3
52269,5
52270,2
52271,1
52272,6
52273,1
52274,1
52275,7
52276,3
52277,3
52278,9
52279,1
52280,3
52281,7
52282,1
52283,8
52284,4
52285,3
52286,7
52287,0
52288,1
52289,2
52290,6
52291,3
52292,2
52293,9
52294,7
52295,9
52296,3
52297,8
52298,1
52299,7
52300,8
52301,3
52302,8
52303,7
52304,1
52305,6
52306,2
52307,8
52308,2
52309,9
52310,9
52311,4
52312,1
52313,1
52314,7
52315,1
52316,3
52317,7
52318,1
52319,5
52320,8
52321,2
52322,9
52323,8
52324,0
52325,7
52326,3
52327,3
52328,7
52329,7
52330,6
52331,3
52332,3
52333,9
52334,7
52335,0
52336,6
52337,3
52338,2
52339,1
52340,5
52341,9
52342,3
52343,2
52344,8
52345,1
52346,3
52347,5
52348,0
52349,4
52350,9
52351,0
52352,5
52353,5
52354,1
52355,2
52356,5
52357,1
52358,1
52359,0
52360,9
52361,2
52362,6
52363,1
52364,8
52365,4
52366,0
52367,3
52368,9
52369,3
52370,2
52371,6
52372,3
52373,3
52374,7
52375,1
52376,1
52377,0
52378,9
52379,2
52380,9
52381,1
52382,2
52383,8
52384,0
52385,9
52386,3
52387,1
52388,2
52389,3
52390,8
52391,1
52392,0
52393,3
52394,8
52395,1
52396,0
52397,1
52398,7
52399,9
52400,3
52401,3
52402,6
52403,2
52404,3
52405,7
52406,3
52407,9
52408,7
52409,4
52410,3
52411,0
52412,3
52413,7
52414,6
52415,5
52416,1
52417,1
52418,4
52419,7
52420,6
52421,9
52422,3
52423,9
52424,6
52425,0
52426,2
52427,7
52428,0
52429,6
52430,1
52431,9
52432,0
52433,6
52434,1
52435,7
52436,2
52437,3
52438,2
52439,6
52440,3
52441,2
52442,9
52443,8
52444,6
52445,2
52446,1
52447,4
52448,0
52449,0
52450,9
52451,7
52452,2
52453,4
52454,8
52455,3
52456,5
52457,7
52458,8
52459,6
52460,7
52461,3
52462,4
52463,4
52464,0
52465,1
52466,8
52467,2
52468,3
52469,5
52470,3
52471,5
52472,2
52473,5
52474,3
52475,0
52476,2
52477,5
52478,5
52479,0
52480,7
52481,1
52482,4
52483,2
52484,2
52485,4
52486,2
52487,3
52488,5
52489,2
52490,7
52491,3
52492,6
52493,0
52494,7
52495,1
52496,2
52497,7
52498,2
52499,7
52500,9
52501,4
52502,8
52503,2
52504,1
52505,1
52506,7
52507,1
52508,6
52509,1
52510,3
52511,1
52512,8
52513,1
52514,2
52515,3
52516,0
52517,1
52518,2
52519,0
52520,5
52521,3
52522,8
52523,9
52524,7
52525,3
52526,3
52527,1
52528,5
52529,7
52530,2
52531,8
52532,1
52533,7
52534,1
52535,2
52536,5
52537,8
52538,2
52539,3
52540,1
52541,3
52542,7
52543,3
52544,1
52545,9
52546,8
52547,0
52548,1
52549,1
52550,9
52551,4
52552,5
52553,3
52554,3
52555,2
52556,2
52557,1
52558,0
52559,1
52560,0
52561,4
52562,6
52563,0
52564,2
52565,7
52566,3
52567,3
52568,1
52569,1
52570,0
52571,6
52572,3
52573,5
52574,9
52575,1
52576,1
52577,0
52578,7
52579,9
52580,1
52581,8
52582,3
52583,2
52584,0
52585,0
52586,4
52587,4
52588,3
52589,6
52590,8
52591,7
52592,2
52593,3
52594,3
52595,1
52596,2
52597,5
52598,1
52599,2
52600,9
52601,0
52602,5
52603,9
52604,1
52605,0
52606,0
52607,5
52608,7
52609,3
52610,0
52611,0
52612,3
52613,3
52614,3
52615,0
52616,1
52617,1
52618,3
52619,6
52620,3
52621,7
52622,0
52623,5
52624,2
52625,3
52626,0
52627,9
52628,9
52629,2
52630,9
52631,1
52632,2
52633,3
52634,4
52635,7
52636,1
52637,3
52638,3
52639,1
52640,7
52641,7
52642,1
52643,8
52644,2
52645,5
52646,0
52647,3
52648,4
52649,0
52650,2
52651,0
52652,3
52653,9
52654,3
52655,3
52656,3
52657,1
52658,6
52659,3
52660,4
52661,9
52662,2
52663,0
52664,8
52665,3
52666,2
52667,8
52668,4
52669,4
52670,2
52671,8
52672,7
52673,0
52674,0
52675,4
52676,8
52677,2
52678,3
52679,5
52680,9
52681,9
52682,2
52683,2
52684,9
52685,7
52686,8
52687,9
52688,0
52689,3
52690,6
52691,7
52692,7
52693,4
52694,1
52695,3
52696,7
52697,0
52698,0
52699,8
52700,5
52701,1
52702,9
52703,1
52704,7
52705,8
52706,1
52707,5
52708,3
52709,5
52710,4
52711,5
52712,9
52713,4
52714,7
52715,4
52716,7
52717,3
52718,7
52719,1
52720,6
52721,7
52722,5
52723,8
52724,2
52725,2
52726,1
52727,3
52728,9
52729,0
52730,9
52731,7
52732,7
52733,7
52734,8
52735,3
52736,1
52737,3
52738,7
52739,3
52740,7
52741,3
52742,3
52743,5
52744,8
52745,2
52746,2
52747,3
52748,2
52749,7
52750,3
52751,9
52752,2
52753,8
52754,7
52755,3
52756,2
52757,0
52758,3
52759,9
52760,3
52761,9
52762,5
52763,2
52764,0
52765,9
52766,1
52767,7
52768,9
52769,7
52770,3
52771,7
52772,3
52773,1
52774,7
52775,7
52776,4
52777,8
52778,8
52779,5
52780,8
52781,3
52782,2
52783,6
52784,9
52785,9
52786,3
52787,3
52788,3
52789,3
52790,3
52791,4
52792,3
52793,2
52794,7
52795,8
52796,8
52797,0
