ID,label
50968,3
50969,2
50970,0
50971,4
50972,0
50973,7
50974,5
50975,9
50976,6
50977,2
50978,3
50979,1
50980,2
50981,2
50982,7
50983,3
50984,7
50985,6
50986,0
50987,3
50988,7
50989,3
50990,2
50991,9
50992,0
50993,9
50994,7
50995,9
50996,6
50997,4
50998,9
50999,4
51000,4
51001,7
51002,0
51003,6
51004,2
51005,3
51006,7
51007,6
51008,7
51009,3
51010,7
51011,2
51012,7
51013,0
51014,6
51015,5
51016,4
51017,1
51018,2
51019,0
51020,3
51021,5
51022,7
51023,7
51024,2
51025,3
51026,4
51027,4
51028,1
51029,3
51030,1
51031,2
51032,7
51033,7
51034,6
51035,2
51036,4
51037,5
51038,4
51039,7
51040,8
51041,2
51042,6
51043,3
51044,5
51045,0
51046,2
51047,3
51048,0
51049,0
51050,4
51051,5
51052,0
51053,4
51054,2
51055,4
51056,3
51057,6
51058,6
51059,4
51060,3
51061,8
51062,0
51063,2
51064,7
51065,9
51066,0
51067,3
51068,7
51069,3
51070,3
51071,0
51072,6
51073,7
51074,0
51075,3
51076,5
51077,3
51078,8
51079,4
51080,4
51081,4
51082,2
51083,5
51084,6
51085,5
51086,7
51087,9
51088,0
51089,6
51090,2
51091,9
51092,6
51093,0
51094,5
51095,9
51096,7
51097,0
51098,3
51099,1
51100,7
51101,4
51102,4
51103,1
51104,3
51105,3
51106,3
51107,9
51108,8
51109,0
51110,9
51111,4
51112,9
51113,3
51114,2
51115,0
51116,6
51117,9
51118,3
51119,4
51120,2
51121,5
51122,3
51123,5
51124,3
51125,1
51126,5
51127,9
51128,3
51129,9
51130,2
51131,1
51132,4
51133,4
51134,3
51135,0
51136,7
51137,3
51138,1
51139,7
51140,6
51141,2
51142,8
51143,2
51144,9
51145,4
51146,7
51147,1
51148,3
51149,1
51150,5
51151,5
51152,7
51153,7
51154,1
51155,3
51156,3
51157,0
51158,7
51159,8
51160,2
51161,2
51162,7
51163,6
51164,7
51165,2
51166,7
51167,9
51168,1
51169,7
51170,2
51171,9
51172,4
51173,3
51174,0
51175,2
51176,7
51177,1
51178,2
51179,7
51180,4
51181,4
51182,0
51183,3
51184,3
51185,5
51186,9
51187,3
51188,7
51189,5
51190,3
51191,0
51192,6
51193,7
51194,3
51195,6
51196,1
51197,7
51198,9
51199,3
51200,2
51201,2
51202,3
51203,4
51204,9
51205,2
51206,1
51207,3
51208,7
51209,2
51210,2
51211,9
51212,2
51213,7
51214,7
51215,2
51216,3
51217,2
51218,2
51219,8
51220,7
51221,0
51222,9
51223,5
51224,7
51225,6
51226,2
51227,3
51228,9
51229,2
51230,3
51231,4
51232,3
51233,3
51234,4
51235,2
51236,4
51237,3
51238,2
51239,5
51240,3
51241,2
51242,2
51243,2
51244,3
51245,2
51246,6
51247,7
51248,4
51249,3
51250,9
51251,9
51252,7
51253,0
51254,0
51255,5
51256,9
51257,8
51258,2
51259,2
51260,8
51261,0
51262,1
51263,4
51264,5
51265,7
51266,1
51267,5
51268,8
51269,1
51270,4
51271,1
51272,7
51273,2
51274,0
51275,8
51276,3
51277,8
51278,7
51279,0
51280,2
51281,1
51282,7
51283,2
51284,4
51285,2
51286,1
51287,4
51288,3
51289,5
51290,5
51291,8
51292,8
51293,5
51294,6
51295,9
51296,3
51297,1
51298,2
51299,4
51300,2
51301,2
51302,9
51303,9
51304,3
51305,3
51306,3
51307,7
51308,6
51309,5
51310,4
51311,2
51312,1
51313,7
51314,4
51315,2
51316,4
51317,5
51318,3
51319,1
51320,6
51321,3
51322,5
51323,3
51324,9
51325,5
51326,9
51327,3
51328,5
51329,0
51330,5
51331,7
51332,4
51333,7
51334,2
51335,0
51336,3
51337,7
51338,1
51339,9
51340,7
51341,7
51342,4
51343,5
51344,0
51345,2
51346,1
51347,9
51348,5
51349,3
51350,6
51351,1
51352,2
51353,1
51354,3
51355,7
51356,5
51357,6
51358,7
51359,2
51360,9
51361,9
51362,3
51363,3
51364,7
51365,5
51366,6
51367,3
51368,1
51369,7
51370,3
51371,9
51372,5
51373,3
51374,9
51375,1
51376,9
51377,3
51378,3
51379,4
51380,2
51381,1
51382,4
51383,1
51384,4
51385,5
51386,9
51387,8
51388,3
51389,6
51390,7
51391,4
51392,7
51393,6
51394,7
51395,3
51396,2
51397,8
51398,5
51399,6
51400,4
51401,2
51402,5
51403,9
51404,8
51405,4
51406,8
51407,4
51408,4
51409,5
51410,2
51411,3
51412,7
51413,2
51414,3
51415,7
51416,8
51417,3
51418,2
51419,4
51420,2
51421,8
51422,2
51423,2
51424,9
51425,4
51426,0
51427,0
51428,9
51429,3
51430,5
51431,8
51432,6
51433,9
51434,3
51435,9
51436,6
51437,2
51438,6
51439,3
51440,2
51441,5
51442,4
51443,3
51444,9
51445,8
51446,6
51447,4
51448,2
51449,1
51450,0
51451,8
51452,5
51453,0
51454,7
51455,3
51456,6
51457,6
51458,3
51459,3
51460,6
51461,5
51462,0
51463,6
51464,4
51465,3
51466,4
51467,5
51468,3
51469,1
51470,0
51471,7
51472,4
51473,5
51474,5
51475,3
51476,4
51477,7
51478,8
51479,3
51480,2
51481,4
51482,1
51483,0
51484,9
51485,4
51486,6
51487,6
51488,2
51489,1
51490,8
51491,0
51492,6
51493,5
51494,8
51495,1
51496,3
51497,5
51498,5
51499,4
51500,3
51501,2
51502,3
51503,9
51504,5
51505,7
51506,5
51507,9
51508,4
51509,7
51510,4
51511,3
51512,5
51513,9
51514,3
51515,0
51516,4
51517,4
51518,7
51519,0
51520,8
51521,2
51522,6
51523,0
51524,9
51525,9
51526,7
51527,3
51528,2
51529,3
51530,6
51531,2
51532,7
51533,2
51534,4
51535,5
51536,2
51537,2
51538,9
51539,8
51540,3
51541,3
51542,9
51543,4
51544,2
51545,2
51546,3
51547,0
51548,7
51549,2
51550,3
51551,0
51552,3
51553,0
51554,2
51555,8
51556,3
51557,3
51558,3
51559,0
51560,6
51561,3
51562,9
51563,3
51564,7
51565,0
51566,2
51567,3
51568,7
51569,2
51570,4
51571,5
51572,2
51573,6
51574,3
51575,0
51576,8
51577,3
51578,5
51579,1
51580,7
51581,5
51582,2
51583,8
51584,2
51585,4
51586,5
51587,5
51588,9
51589,0
51590,3
51591,1
51592,2
51593,9
51594,0
51595,8
51596,2
51597,3
51598,1
51599,7
51600,5
51601,1
51602,3
51603,2
51604,2
51605,3
51606,4
51607,5
51608,0
51609,3
51610,6
51611,4
51612,8
51613,7
51614,4
51615,0
51616,8
51617,5
51618,7
51619,2
51620,3
51621,7
51622,2
51623,6
51624,3
51625,1
51626,6
51627,2
51628,2
51629,9
51630,3
51631,9
51632,4
51633,5
51634,7
51635,3
51636,7
51637,2
51638,7
51639,5
51640,8
51641,7
51642,5
51643,9
51644,1
51645,1
51646,5
51647,2
51648,3
51649,4
51650,6
51651,3
51652,2
51653,1
51654,7
51655,8
51656,7
51657,3
51658,9
51659,1
51660,8
51661,3
51662,7
51663,5
51664,4
51665,2
51666,0
51667,6
51668,1
51669,5
51670,2
51671,1
51672,3
51673,0
51674,5
51675,5
51676,1
51677,7
51678,3
51679,6
51680,0
51681,3
51682,4
51683,9
51684,4
51685,2
51686,0
51687,3
51688,2
51689,6
51690,6
51691,7
51692,1
51693,4
51694,5
51695,7
51696,8
51697,2
51698,7
51699,3
51700,5
51701,3
51702,5
51703,5
51704,8
51705,3
51706,0
51707,6
51708,3
51709,2
51710,4
51711,0
51712,1
51713,5
51714,5
51715,4
51716,4
51717,2
51718,3
51719,3
51720,9
51721,5
51722,7
51723,7
51724,3
51725,7
51726,9
51727,9
51728,2
51729,1
51730,0
51731,9
51732,4
51733,2
51734,7
51735,6
51736,2
51737,3
51738,5
51739,9
51740,5
51741,2
51742,3
51743,3
51744,0
51745,7
51746,7
51747,0
51748,5
51749,1
51750,5
51751,7
51752,1
51753,3
51754,1
51755,5
51756,8
51757,3
51758,9
51759,8
51760,3
51761,7
51762,3
51763,2
51764,7
51765,6
51766,7
51767,4
51768,2
51769,4
51770,2
51771,1
51772,2
51773,3
51774,6
51775,7
51776,0
51777,0
51778,3
51779,5
51780,8
51781,3
51782,3
51783,0
51784,9
51785,3
51786,7
51787,2
51788,7
51789,3
51790,7
51791,8
51792,7
51793,2
51794,5
51795,3
51796,5
51797,7
51798,7
51799,7
51800,0
51801,3
51802,2
51803,3
51804,7
51805,5
51806,3
51807,9
51808,0
51809,1
51810,7
51811,6
51812,6
51813,8
51814,1
51815,8
51816,1
51817,9
51818,2
51819,3
51820,9
51821,6
51822,3
51823,7
51824,0
51825,5
51826,3
51827,7
51828,3
51829,7
51830,7
51831,9
51832,5
51833,7
51834,3
51835,9
51836,3
51837,7
51838,6
51839,0
51840,7
51841,3
51842,3
51843,7
51844,0
51845,9
51846,5
51847,5
51848,3
51849,9
51850,1
51851,2
51852,3
51853,6
51854,3
51855,5
51856,9
51857,3
51858,3
51859,3
51860,4
51861,3
51862,1
51863,3
51864,8
51865,3
51866,2
51867,2
51868,7
51869,9
51870,7
51871,5
51872,4
51873,7
51874,4
51875,2
51876,4
51877,3
51878,5
51879,3
51880,3
51881,5
51882,2
51883,2
51884,5
51885,3
51886,3
51887,4
51888,9
51889,7
51890,8
51891,3
51892,4
51893,1
51894,7
51895,1
51896,3
51897,7
51898,1
51899,5
51900,3
51901,1
51902,3
51903,3
51904,3
51905,3
51906,3
51907,2
51908,7
51909,8
51910,4
51911,3
51912,4
51913,7
51914,4
51915,0
51916,2
51917,0
51918,8
51919,2
51920,5
51921,0
51922,0
51923,3
51924,3
51925,3
51926,2
51927,7
51928,8
51929,9
51930,9
51931,3
51932,3
51933,2
51934,7
51935,5
51936,9
51937,9
51938,8
51939,3
51940,0
51941,1
51942,3
51943,4
51944,4
51945,2
51946,3
51947,1
51948,3
51949,8
51950,4
51951,1
51952,4
51953,9
51954,3
51955,9
51956,3
51957,7
51958,0
51959,7
51960,7
51961,8
51962,4
51963,7
51964,3
51965,9
51966,9
51967,5
51968,4
51969,4
51970,7
51971,2
51972,9
51973,8
51974,4
51975,2
51976,3
51977,4
51978,4
51979,3
51980,5
51981,0
51982,4
51983,7
51984,7
51985,3
51986,6
51987,7
51988,7
51989,8
51990,2
51991,4
51992,8
51993,1
51994,4
51995,1
51996,8
51997,1
51998,4
51999,6
52000,8
52001,2
52002,9
52003,4
52004,3
52005,2
52006,0
52007,8
52008,9
52009,8
52010,5
52011,9
52012,5
52013,2
52014,0
52015,7
52016,8
52017,9
52018,4
52019,4
52020,6
52021,5
52022,7
52023,9
52024,7
52025,5
52026,1
52027,3
52028,9
52029,4
52030,4
52031,2
52032,4
52033,5
52034,5
52035,3
52036,3
52037,3
52038,5
52039,6
52040,1
52041,7
52042,9
52043,9
52044,0
52045,2
52046,9
52047,3
52048,9
52049,5
52050,8
52051,3
52052,3
52053,0
52054,2
52055,2
52056,7
52057,9
52058,4
52059,3
52060,5
52061,0
52062,0
52063,4
52064,0
52065,3
52066,2
52067,3
52068,6
52069,6
52070,2
52071,4
52072,0
52073,9
52074,9
52075,3
52076,2
52077,2
52078,9
52079,3
52080,5
52081,3
52082,5
52083,5
52084,2
52085,2
52086,7
52087,7
52088,0
52089,6
52090,4
52091,5
52092,3
52093,7
52094,0
52095,3
52096,5
52097,8
52098,6
52099,9
52100,9
52101,4
52102,5
52103,3
52104,8
52105,2
52106,2
52107,5
52108,4
52109,7
52110,8
52111,7
52112,4
52113,5
52114,9
52115,4
52116,7
52117,3
52118,2
52119,2
52120,6
52121,5
52122,2
52123,2
52124,3
52125,7
52126,9
52127,4
52128,4
52129,6
52130,7
52131,7
52132,8
52133,6
52134,5
52135,4
52136,5
52137,2
52138,7
52139,3
52140,3
52141,3
52142,3
52143,2
52144,4
52145,9
52146,2
52147,9
52148,9
52149,4
52150,3
52151,2
52152,0
52153,8
52154,7
52155,5
52156,7
52157,0
52158,1
52159,9
52160,3
52161,3
52162,2
52163,2
52164,9
52165,4
52166,6
52167,1
52168,1
52169,7
52170,2
52171,3
52172,5
52173,6
52174,6
52175,1
52176,9
52177,4
52178,0
52179,3
52180,9
52181,1
52182,8
52183,5
52184,8
52185,1
52186,3
52187,7
52188,3
52189,7
52190,5
52191,3
52192,4
52193,0
52194,7
52195,7
52196,3
52197,3
52198,3
52199,2
52200,2
52201,6
52202,3
52203,3
52204,0
52205,7
52206,1
52207,3
52208,3
52209,7
52210,2
52211,7
52212,4
52213,6
52214,5
52215,9
52216,3
52217,9
52218,9
52219,1
52220,3
52221,3
52222,8
52223,2
52224,7
52225,4
52226,3
52227,9
52228,7
52229,2
52230,6
52231,8
52232,0
52233,7
52234,5
52235,2
52236,7
52237,4
52238,1
52239,1
52240,5
52241,2
52242,3
52243,1
52244,5
52245,2
52246,7
52247,4
52248,7
52249,7
52250,8
52251,2
52252,7
52253,7
52254,4
52255,5
52256,7
52257,2
52258,7
52259,1
52260,1
52261,9
52262,4
52263,9
52264,0
52265,3
52266,5
52267,3
52268,7
52269,5
52270,2
52271,1
52272,6
52273,1
52274,1
52275,7
52276,9
52277,2
52278,9
52279,2
52280,7
52281,3
52282,1
52283,8
52284,7
52285,3
52286,7
52287,0
52288,2
52289,2
52290,6
52291,3
52292,7
52293,9
52294,4
52295,3
52296,2
52297,5
52298,1
52299,7
52300,8
52301,3
52302,1
52303,2
52304,1
52305,6
52306,2
52307,8
52308,2
52309,9
52310,9
52311,4
52312,9
52313,7
52314,7
52315,9
52316,3
52317,7
52318,9
52319,5
52320,2
52321,2
52322,3
52323,8
52324,0
52325,5
52326,3
52327,3
52328,9
52329,3
52330,6
52331,4
52332,3
52333,9
52334,7
52335,3
52336,6
52337,9
52338,2
52339,1
52340,5
52341,3
52342,3
52343,7
52344,4
52345,1
52346,7
52347,2
52348,7
52349,4
52350,4
52351,0
52352,3
52353,7
52354,3
52355,2
52356,0
52357,2
52358,4
52359,0
52360,2
52361,2
52362,6
52363,7
52364,1
52365,3
52366,0
52367,3
52368,9
52369,3
52370,3
52371,6
52372,3
52373,3
52374,2
52375,1
52376,2
52377,3
52378,5
52379,3
52380,4
52381,7
52382,2
52383,8
52384,0
52385,4
52386,3
52387,1
52388,2
52389,9
52390,8
52391,7
52392,2
52393,3
52394,9
52395,5
52396,0
52397,9
52398,2
52399,7
52400,2
52401,3
52402,6
52403,7
52404,3
52405,9
52406,2
52407,9
52408,7
52409,4
52410,3
52411,0
52412,5
52413,7
52414,6
52415,5
52416,2
52417,1
52418,4
52419,7
52420,6
52421,5
52422,2
52423,9
52424,6
52425,0
52426,4
52427,7
52428,0
52429,6
52430,1
52431,9
52432,0
52433,6
52434,1
52435,4
52436,1
52437,3
52438,5
52439,6
52440,2
52441,2
52442,9
52443,8
52444,6
52445,0
52446,1
52447,5
52448,0
52449,0
52450,9
52451,7
52452,2
52453,4
52454,8
52455,2
52456,5
52457,7
52458,8
52459,6
52460,7
52461,7
52462,4
52463,4
52464,0
52465,1
52466,8
52467,2
52468,7
52469,9
52470,7
52471,3
52472,5
52473,5
52474,9
52475,0
52476,2
52477,7
52478,5
52479,2
52480,7
52481,2
52482,7
52483,2
52484,2
52485,4
52486,2
52487,4
52488,5
52489,0
52490,2
52491,3
52492,6
52493,0
52494,7
52495,2
52496,2
52497,7
52498,2
52499,3
52500,9
52501,1
52502,8
52503,2
52504,1
52505,0
52506,4
52507,0
52508,6
52509,1
52510,4
52511,1
52512,9
52513,1
52514,2
52515,3
52516,7
52517,3
52518,3
52519,2
52520,0
52521,3
52522,8
52523,9
52524,7
52525,4
52526,3
52527,1
52528,5
52529,7
52530,7
52531,8
52532,1
52533,5
52534,1
52535,2
52536,5
52537,2
52538,2
52539,7
52540,3
52541,3
52542,7
52543,3
52544,7
52545,0
52546,8
52547,0
52548,2
52549,1
52550,9
52551,4
52552,4
52553,2
52554,5
52555,7
52556,2
52557,5
52558,4
52559,1
52560,0
52561,3
52562,6
52563,0
52564,7
52565,3
52566,9
52567,4
52568,1
52569,7
52570,0
52571,6
52572,6
52573,5
52574,9
52575,1
52576,3
52577,0
52578,4
52579,3
52580,7
52581,8
52582,3
52583,2
52584,0
52585,3
52586,4
52587,4
52588,4
52589,6
52590,8
52591,7
52592,2
52593,3
52594,3
52595,1
52596,4
52597,5
52598,0
52599,0
52600,2
52601,2
52602,5
52603,9
52604,1
52605,7
52606,0
52607,5
52608,7
52609,3
52610,0
52611,0
52612,5
52613,3
52614,5
52615,0
52616,7
52617,9
52618,2
52619,6
52620,4
52621,7
52622,0
52623,7
52624,7
52625,3
52626,0
52627,9
52628,9
52629,2
52630,9
52631,1
52632,3
52633,3
52634,5
52635,4
52636,1
52637,7
52638,3
52639,3
52640,4
52641,3
52642,7
52643,8
52644,3
52645,5
52646,7
52647,3
52648,7
52649,0
52650,2
52651,0
52652,7
52653,9
52654,3
52655,3
52656,3
52657,9
52658,6
52659,2
52660,4
52661,3
52662,2
52663,0
52664,6
52665,3
52666,2
52667,8
52668,4
52669,4
52670,2
52671,8
52672,4
52673,0
52674,0
52675,5
52676,2
52677,7
52678,3
52679,3
52680,9
52681,9
52682,7
52683,2
52684,9
52685,2
52686,2
52687,9
52688,0
52689,9
52690,6
52691,7
52692,7
52693,4
52694,2
52695,3
52696,7
52697,2
52698,0
52699,8
52700,9
52701,1
52702,9
52703,1
52704,4
52705,8
52706,1
52707,5
52708,3
52709,5
52710,4
52711,3
52712,9
52713,4
52714,4
52715,4
52716,2
52717,8
52718,7
52719,1
52720,6
52721,4
52722,3
52723,6
52724,2
52725,2
52726,7
52727,9
52728,3
52729,0
52730,9
52731,9
52732,7
52733,2
52734,8
52735,2
52736,1
52737,7
52738,7
52739,3
52740,4
52741,3
52742,7
52743,5
52744,8
52745,9
52746,0
52747,3
52748,2
52749,7
52750,3
52751,9
52752,2
52753,8
52754,7
52755,3
52756,2
52757,0
52758,1
52759,9
52760,3
52761,9
52762,4
52763,2
52764,0
52765,9
52766,9
52767,7
52768,9
52769,3
52770,4
52771,7
52772,3
52773,1
52774,7
52775,7
52776,4
52777,8
52778,8
52779,5
52780,8
52781,4
52782,2
52783,6
52784,9
52785,9
52786,3
52787,0
52788,3
52789,2
52790,9
52791,4
52792,4
52793,2
52794,9
52795,8
52796,8
52797,6
